,ceb,age,educ,religion,idlnchld,knowmeth,usemeth,agefm,heduc,urban,electric,radio,tv,bicycle,nevermarr,idlnchld_noans,heduc_noans,usemeth_noans
858,0,18,7,protestant,4.0,1.0,0.0,0.0,-1.0,1,1.0,1.0,1.0,0.0,1,0,0,0
859,0,18,7,spirit,6.0,1.0,1.0,0.0,-1.0,1,1.0,1.0,1.0,0.0,1,0,0,0
860,7,44,14,spirit,4.0,1.0,1.0,15.0,18.0,1,0.0,1.0,1.0,0.0,0,0,0,0
861,1,24,10,catholic,4.0,1.0,1.0,0.0,-1.0,1,0.0,1.0,1.0,0.0,1,0,0,0
862,0,19,12,spirit,4.0,1.0,1.0,0.0,-1.0,1,0.0,1.0,1.0,0.0,1,0,0,0
863,1,19,7,protestant,5.0,1.0,0.0,0.0,-1.0,1,0.0,1.0,1.0,0.0,1,0,0,0
864,2,41,13,spirit,3.0,1.0,1.0,37.0,10.0,1,0.0,1.0,1.0,0.0,0,0,0,0
865,3,28,1,spirit,4.0,1.0,0.0,15.0,0.0,1,0.0,1.0,1.0,0.0,0,0,0,0
866,2,20,10,catholic,4.0,1.0,0.0,0.0,-1.0,1,0.0,1.0,0.0,0.0,1,0,0,0
867,2,24,10,protestant,4.0,1.0,1.0,14.0,10.0,1,0.0,0.0,0.0,0.0,0,0,0,0
868,0,17,10,protestant,8.0,1.0,0.0,0.0,-1.0,1,0.0,1.0,0.0,0.0,1,0,0,0
869,3,28,10,spirit,4.0,1.0,1.0,20.0,12.0,1,0.0,1.0,0.0,0.0,0,0,0,0
870,1,23,7,spirit,4.0,1.0,1.0,0.0,-1.0,1,0.0,1.0,0.0,0.0,1,0,0,0
871,0,19,3,other,4.0,1.0,0.0,0.0,-1.0,1,0.0,1.0,0.0,0.0,1,0,0,0
872,2,32,10,protestant,4.0,1.0,1.0,26.0,12.0,1,1.0,1.0,1.0,0.0,0,0,0,0
873,3,29,7,protestant,6.0,1.0,1.0,0.0,-1.0,1,0.0,0.0,0.0,0.0,1,0,0,0
874,0,19,7,spirit,2.0,1.0,0.0,0.0,-1.0,1,1.0,1.0,1.0,0.0,1,0,0,0
875,1,24,7,spirit,4.0,1.0,1.0,0.0,-1.0,1,0.0,1.0,0.0,1.0,1,0,0,0
876,1,26,7,spirit,4.0,1.0,1.0,0.0,-1.0,1,1.0,1.0,1.0,0.0,1,0,0,0
877,1,25,0,other,6.0,1.0,1.0,0.0,-1.0,1,0.0,1.0,0.0,1.0,1,0,0,0
878,0,17,6,spirit,6.0,1.0,0.0,0.0,-1.0,1,0.0,1.0,0.0,1.0,1,0,0,0
879,1,36,7,protestant,3.0,1.0,0.0,25.0,0.0,1,0.0,1.0,0.0,0.0,0,0,0,0
880,2,23,0,spirit,2.0,1.0,1.0,20.0,7.0,1,0.0,1.0,0.0,0.0,0,0,0,0
881,0,22,0,protestant,6.0,1.0,1.0,20.0,10.0,1,0.0,1.0,0.0,0.0,0,0,0,0
882,0,19,10,spirit,6.0,1.0,0.0,0.0,-1.0,1,0.0,1.0,1.0,0.0,1,0,0,0
883,2,36,5,spirit,7.0,1.0,0.0,0.0,-1.0,1,0.0,1.0,0.0,0.0,1,0,0,0
884,3,28,9,spirit,4.0,1.0,1.0,20.0,4.0,1,0.0,0.0,0.0,0.0,0,0,0,0
885,0,18,7,catholic,4.0,1.0,0.0,0.0,-1.0,1,0.0,0.0,0.0,0.0,1,0,0,0
886,3,36,7,catholic,6.0,1.0,0.0,29.0,0.0,1,0.0,1.0,0.0,1.0,0,0,0,0
887,0,16,6,catholic,2.0,1.0,0.0,0.0,-1.0,1,0.0,1.0,0.0,1.0,1,0,0,0
888,1,22,7,protestant,4.0,1.0,1.0,0.0,-1.0,1,0.0,1.0,0.0,0.0,1,0,0,0
889,1,25,11,catholic,4.0,1.0,1.0,0.0,-1.0,1,0.0,1.0,0.0,0.0,1,0,0,0
890,2,39,2,spirit,6.0,1.0,1.0,19.0,0.0,1,0.0,1.0,0.0,0.0,0,0,0,0
891,2,28,3,spirit,6.0,1.0,1.0,19.0,-2.0,1,0.0,1.0,0.0,0.0,0,0,1,0
892,2,26,7,spirit,4.0,1.0,0.0,23.0,8.0,1,0.0,1.0,0.0,0.0,0,0,0,0
893,0,22,9,protestant,2.0,1.0,0.0,0.0,-1.0,1,0.0,1.0,0.0,0.0,1,0,0,0
894,0,19,9,protestant,4.0,1.0,1.0,0.0,-1.0,1,0.0,1.0,0.0,0.0,1,0,0,0
895,7,44,4,protestant,4.0,1.0,0.0,16.0,7.0,1,0.0,0.0,0.0,0.0,0,0,0,0
896,3,28,10,protestant,5.0,1.0,0.0,13.0,10.0,1,0.0,1.0,0.0,0.0,0,0,0,0
897,2,26,7,protestant,4.0,1.0,1.0,17.0,10.0,1,0.0,0.0,0.0,0.0,0,0,0,0
898,5,38,4,spirit,5.0,1.0,1.0,19.0,4.0,1,0.0,0.0,0.0,1.0,0,0,0,0
899,0,18,10,spirit,3.0,1.0,1.0,0.0,-1.0,1,0.0,0.0,0.0,1.0,1,0,0,0
900,0,16,9,spirit,2.0,1.0,0.0,0.0,-1.0,1,0.0,0.0,0.0,1.0,1,0,0,0
901,1,26,7,spirit,1.0,1.0,1.0,0.0,-1.0,1,0.0,1.0,0.0,0.0,1,0,0,0
902,0,19,9,protestant,4.0,1.0,0.0,0.0,-1.0,1,0.0,1.0,0.0,0.0,1,0,0,0
903,0,18,12,protestant,4.0,1.0,1.0,0.0,-1.0,1,0.0,1.0,0.0,0.0,1,0,0,0
904,5,33,7,catholic,6.0,1.0,1.0,21.0,9.0,1,0.0,1.0,0.0,1.0,0,0,0,0
905,1,23,6,catholic,6.0,1.0,0.0,0.0,-1.0,1,0.0,1.0,0.0,1.0,1,0,0,0
906,2,24,5,spirit,6.0,1.0,0.0,0.0,-1.0,1,0.0,1.0,0.0,1.0,1,0,0,0
907,1,21,10,catholic,2.0,1.0,0.0,0.0,-1.0,1,0.0,1.0,0.0,0.0,1,0,0,0
908,0,17,10,catholic,4.0,1.0,0.0,0.0,-1.0,1,0.0,1.0,0.0,0.0,1,0,0,0
909,3,26,7,spirit,3.0,1.0,0.0,0.0,-1.0,1,0.0,0.0,0.0,1.0,1,0,0,0
910,0,17,10,spirit,6.0,1.0,0.0,0.0,-1.0,1,0.0,0.0,0.0,0.0,1,0,0,0
911,0,17,9,spirit,6.0,1.0,0.0,0.0,-1.0,1,0.0,0.0,0.0,0.0,1,0,0,0
912,1,27,10,protestant,3.0,1.0,1.0,0.0,-1.0,1,0.0,1.0,0.0,0.0,1,0,0,0
913,2,42,10,catholic,4.0,1.0,1.0,0.0,-1.0,1,0.0,1.0,0.0,0.0,1,0,0,0
914,1,25,10,catholic,4.0,1.0,1.0,0.0,-1.0,1,0.0,1.0,0.0,0.0,1,0,0,0
915,1,28,12,catholic,10.0,1.0,1.0,0.0,-1.0,1,0.0,1.0,0.0,0.0,1,0,0,0
916,0,19,12,catholic,4.0,1.0,0.0,0.0,-1.0,1,0.0,1.0,0.0,0.0,1,0,0,0
917,1,24,7,spirit,5.0,1.0,0.0,22.0,7.0,1,0.0,1.0,0.0,1.0,0,0,0,0
918,2,18,7,other,5.0,1.0,0.0,17.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0
919,3,24,5,other,5.0,1.0,0.0,0.0,-1.0,1,0.0,0.0,0.0,0.0,1,0,0,0
920,1,21,7,other,4.0,1.0,0.0,20.0,7.0,1,0.0,0.0,0.0,0.0,0,0,0,0
921,1,27,2,other,10.0,1.0,0.0,26.0,-2.0,1,1.0,0.0,0.0,0.0,0,0,1,0
922,0,16,7,spirit,4.0,1.0,1.0,0.0,-1.0,1,0.0,0.0,0.0,1.0,1,0,0,0
923,7,34,0,catholic,5.0,1.0,0.0,0.0,-1.0,1,0.0,0.0,0.0,0.0,1,0,0,0
924,3,31,0,spirit,6.0,1.0,1.0,14.0,7.0,1,0.0,1.0,0.0,0.0,0,0,0,0
925,1,41,0,spirit,5.0,1.0,0.0,33.0,1.0,1,0.0,0.0,0.0,0.0,0,0,0,0
926,1,17,7,spirit,6.0,1.0,1.0,16.0,5.0,1,0.0,0.0,0.0,0.0,0,0,0,0
927,2,28,7,spirit,4.0,1.0,1.0,0.0,-1.0,1,0.0,1.0,0.0,0.0,1,0,0,0
928,1,30,5,spirit,5.0,1.0,0.0,28.0,7.0,1,0.0,1.0,0.0,0.0,0,0,0,0
929,0,22,7,other,4.0,1.0,1.0,0.0,-1.0,1,0.0,1.0,0.0,0.0,1,0,0,0
930,1,19,7,other,3.0,1.0,1.0,0.0,-1.0,1,0.0,1.0,0.0,0.0,1,0,0,0
931,4,27,6,spirit,3.0,1.0,1.0,23.0,0.0,1,0.0,1.0,0.0,0.0,0,0,0,0
932,1,35,1,spirit,5.0,1.0,0.0,16.0,0.0,1,0.0,1.0,0.0,1.0,0,0,0,0
933,1,17,6,spirit,4.0,1.0,0.0,16.0,8.0,1,0.0,0.0,0.0,0.0,0,0,0,0
934,8,39,0,spirit,4.0,1.0,1.0,18.0,7.0,1,0.0,1.0,0.0,1.0,0,0,0,0
935,0,16,9,spirit,4.0,1.0,0.0,0.0,-1.0,1,0.0,1.0,0.0,1.0,1,0,0,0
936,7,31,0,spirit,7.0,1.0,1.0,0.0,-1.0,1,0.0,1.0,0.0,1.0,1,0,0,0
937,7,40,7,spirit,8.0,1.0,0.0,36.0,3.0,1,0.0,1.0,0.0,1.0,0,0,0,0
938,6,35,6,spirit,6.0,1.0,1.0,16.0,7.0,1,0.0,1.0,0.0,1.0,0,0,0,0
939,4,30,7,other,8.0,1.0,1.0,28.0,10.0,1,0.0,1.0,0.0,0.0,0,0,0,0
940,6,33,0,spirit,9.0,1.0,0.0,17.0,7.0,1,0.0,0.0,0.0,0.0,0,0,0,0
941,1,27,4,other,4.0,1.0,0.0,0.0,-1.0,1,0.0,0.0,0.0,0.0,1,0,0,0
942,5,26,4,spirit,8.0,1.0,1.0,18.0,2.0,1,0.0,1.0,0.0,0.0,0,0,0,0
943,4,31,3,spirit,5.0,1.0,1.0,16.0,-2.0,1,0.0,1.0,0.0,1.0,0,0,1,0
944,0,21,7,protestant,6.0,1.0,0.0,20.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0
945,4,27,4,other,-1.0,1.0,0.0,20.0,7.0,1,0.0,1.0,0.0,0.0,0,1,0,0
946,3,25,7,other,6.0,1.0,1.0,22.0,7.0,1,0.0,1.0,0.0,0.0,0,0,0,0
947,1,19,7,spirit,6.0,1.0,1.0,15.0,10.0,1,0.0,1.0,0.0,0.0,0,0,0,0
948,2,25,7,other,5.0,1.0,1.0,19.0,7.0,1,0.0,1.0,0.0,1.0,0,0,0,0
949,1,20,7,spirit,6.0,1.0,0.0,20.0,7.0,1,0.0,1.0,0.0,1.0,0,0,0,0
950,0,17,7,spirit,4.0,1.0,0.0,0.0,-1.0,1,0.0,1.0,0.0,1.0,1,0,0,0
951,3,28,7,other,4.0,1.0,1.0,24.0,10.0,1,0.0,1.0,0.0,1.0,0,0,0,0
952,2,21,10,spirit,4.0,1.0,1.0,19.0,7.0,1,0.0,1.0,0.0,0.0,0,0,0,0
953,1,20,7,spirit,4.0,1.0,1.0,0.0,-1.0,1,0.0,0.0,0.0,1.0,1,0,0,0
954,3,24,6,spirit,4.0,1.0,1.0,17.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0
955,4,27,5,spirit,4.0,1.0,1.0,22.0,7.0,1,0.0,1.0,0.0,1.0,0,0,0,0
956,1,21,7,spirit,3.0,1.0,0.0,0.0,-1.0,1,0.0,1.0,0.0,0.0,1,0,0,0
957,0,18,3,spirit,7.0,1.0,0.0,0.0,-1.0,1,0.0,1.0,0.0,1.0,1,0,0,0
958,2,37,0,spirit,4.0,1.0,0.0,16.0,0.0,1,0.0,0.0,0.0,1.0,0,0,0,0
959,0,15,7,spirit,4.0,1.0,0.0,0.0,-1.0,1,0.0,0.0,0.0,1.0,1,0,0,0
960,6,41,7,other,6.0,1.0,0.0,17.0,7.0,1,0.0,0.0,0.0,0.0,0,0,0,0
961,0,19,10,other,4.0,1.0,1.0,0.0,-1.0,1,0.0,1.0,0.0,1.0,1,0,0,0
962,4,36,4,spirit,5.0,1.0,1.0,15.0,0.0,1,0.0,1.0,0.0,1.0,0,0,0,0
963,6,32,3,protestant,8.0,1.0,0.0,19.0,2.0,1,0.0,1.0,0.0,1.0,0,0,0,0
964,7,38,0,protestant,-1.0,1.0,0.0,16.0,4.0,1,0.0,1.0,0.0,0.0,0,1,0,0
965,3,41,0,other,4.0,1.0,0.0,11.0,0.0,1,0.0,1.0,0.0,0.0,0,0,0,0
966,0,18,7,spirit,2.0,1.0,1.0,18.0,7.0,1,0.0,1.0,0.0,1.0,0,0,0,0
967,0,24,7,spirit,0.0,1.0,1.0,0.0,-1.0,1,0.0,1.0,0.0,1.0,1,0,0,0
968,2,20,7,other,2.0,1.0,1.0,15.0,5.0,1,0.0,1.0,0.0,0.0,0,0,0,0
969,5,39,3,spirit,4.0,1.0,1.0,22.0,3.0,1,0.0,1.0,0.0,1.0,0,0,0,0
970,4,24,7,spirit,6.0,1.0,1.0,0.0,-1.0,1,0.0,0.0,0.0,0.0,1,0,0,0
971,2,27,7,protestant,4.0,1.0,0.0,14.0,8.0,1,0.0,1.0,0.0,0.0,0,0,0,0
972,0,20,10,protestant,4.0,1.0,1.0,0.0,-1.0,1,0.0,0.0,0.0,0.0,1,0,0,0
973,5,47,2,protestant,-1.0,1.0,0.0,24.0,5.0,1,0.0,0.0,0.0,1.0,0,1,0,0
974,0,20,8,other,3.0,1.0,0.0,0.0,-1.0,1,0.0,0.0,0.0,1.0,1,0,0,0
975,7,36,0,spirit,6.0,1.0,0.0,0.0,-1.0,1,0.0,1.0,0.0,0.0,1,0,0,0
976,2,20,7,spirit,2.0,1.0,0.0,0.0,-1.0,1,0.0,1.0,0.0,0.0,1,0,0,0
977,2,18,6,spirit,5.0,1.0,0.0,0.0,-1.0,1,0.0,1.0,0.0,0.0,1,0,0,0
978,5,31,0,other,6.0,1.0,-1.0,22.0,4.0,1,0.0,0.0,0.0,0.0,0,0,0,1
979,1,27,7,other,-1.0,1.0,1.0,26.0,4.0,1,0.0,0.0,0.0,0.0,0,1,0,0
980,3,27,5,protestant,5.0,1.0,1.0,0.0,-1.0,1,0.0,1.0,0.0,0.0,1,0,0,0
981,0,16,6,spirit,4.0,1.0,0.0,0.0,-1.0,1,0.0,0.0,0.0,0.0,1,0,0,0
982,0,26,7,spirit,6.0,1.0,1.0,17.0,10.0,1,0.0,0.0,0.0,0.0,0,0,0,0
983,7,31,4,other,7.0,1.0,1.0,20.0,6.0,1,0.0,1.0,0.0,1.0,0,0,0,0
984,0,19,10,other,4.0,1.0,1.0,0.0,-1.0,1,0.0,1.0,0.0,1.0,1,0,0,0
985,0,18,7,other,8.0,1.0,1.0,0.0,-1.0,1,0.0,1.0,0.0,1.0,1,0,0,0
986,3,26,7,spirit,4.0,1.0,1.0,25.0,7.0,1,0.0,1.0,0.0,1.0,0,0,0,0
987,1,19,4,spirit,4.0,1.0,1.0,17.0,7.0,1,0.0,1.0,0.0,0.0,0,0,0,0
988,0,16,7,catholic,6.0,1.0,0.0,0.0,-1.0,1,0.0,1.0,0.0,0.0,1,0,0,0
989,2,24,7,spirit,0.0,1.0,0.0,16.0,0.0,1,0.0,1.0,0.0,0.0,0,0,0,0
990,2,21,8,spirit,2.0,1.0,-1.0,17.0,10.0,1,0.0,1.0,0.0,0.0,0,0,0,1
991,8,42,0,spirit,4.0,1.0,-1.0,18.0,6.0,1,0.0,1.0,0.0,0.0,0,0,0,1
992,6,31,0,spirit,6.0,1.0,1.0,0.0,-1.0,1,0.0,0.0,0.0,0.0,1,0,0,0
993,1,17,6,spirit,2.0,1.0,1.0,0.0,-1.0,1,0.0,0.0,0.0,0.0,1,0,0,0
994,1,17,6,catholic,5.0,1.0,1.0,0.0,-1.0,1,0.0,0.0,0.0,1.0,1,0,0,0
995,4,25,3,other,5.0,1.0,1.0,12.0,0.0,1,0.0,0.0,0.0,1.0,0,0,0,0
996,2,23,6,spirit,6.0,1.0,0.0,16.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0
997,5,35,0,other,6.0,1.0,0.0,23.0,5.0,1,0.0,1.0,0.0,0.0,0,0,0,0
998,5,32,7,other,7.0,1.0,1.0,18.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0
999,4,46,6,spirit,4.0,1.0,0.0,0.0,-1.0,1,0.0,1.0,0.0,0.0,1,0,0,0
1000,3,35,7,spirit,3.0,1.0,1.0,27.0,7.0,1,0.0,1.0,0.0,0.0,0,0,0,0
1001,0,19,7,spirit,2.0,1.0,0.0,0.0,-1.0,1,0.0,1.0,0.0,0.0,1,0,0,0
1002,3,31,5,other,3.0,1.0,1.0,17.0,7.0,1,0.0,0.0,0.0,0.0,0,0,0,0
1003,8,46,0,other,8.0,1.0,0.0,12.0,4.0,1,0.0,1.0,0.0,0.0,0,0,0,0
1004,2,20,4,other,2.0,1.0,0.0,15.0,7.0,1,0.0,1.0,0.0,0.0,0,0,0,0
1005,0,18,7,other,4.0,1.0,0.0,0.0,-1.0,1,0.0,1.0,0.0,0.0,1,0,0,0
1006,4,31,7,spirit,6.0,1.0,1.0,19.0,7.0,1,0.0,0.0,0.0,0.0,0,0,0,0
1007,4,34,0,other,6.0,1.0,0.0,19.0,4.0,1,0.0,1.0,0.0,1.0,0,0,0,0
1008,2,27,0,other,3.0,1.0,0.0,21.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0
1009,3,24,2,spirit,5.0,1.0,1.0,0.0,-1.0,1,0.0,1.0,0.0,0.0,1,0,0,0
1010,1,22,6,other,5.0,1.0,0.0,20.0,7.0,1,0.0,0.0,0.0,0.0,0,0,0,0
1011,7,36,7,catholic,7.0,1.0,1.0,19.0,7.0,1,0.0,1.0,0.0,1.0,0,0,0,0
1012,0,16,7,catholic,3.0,1.0,0.0,0.0,-1.0,1,0.0,1.0,0.0,1.0,1,0,0,0
1013,6,41,7,other,6.0,1.0,1.0,30.0,7.0,1,0.0,1.0,0.0,1.0,0,0,0,0
1014,0,17,10,other,4.0,1.0,0.0,0.0,-1.0,1,0.0,1.0,0.0,1.0,1,0,0,0
1015,2,28,0,other,3.0,1.0,1.0,16.0,7.0,1,0.0,1.0,0.0,1.0,0,0,0,0
1016,0,19,11,other,4.0,1.0,0.0,0.0,-1.0,1,0.0,1.0,0.0,0.0,1,0,0,0
1017,0,24,10,other,4.0,1.0,0.0,22.0,10.0,1,0.0,1.0,0.0,0.0,0,0,0,0
1018,8,37,2,other,6.0,1.0,0.0,20.0,0.0,1,0.0,1.0,0.0,1.0,0,0,0,0
1019,0,18,8,protestant,3.0,1.0,1.0,0.0,-1.0,1,0.0,1.0,1.0,0.0,1,0,0,0
1020,5,30,5,spirit,5.0,1.0,1.0,19.0,2.0,1,0.0,0.0,0.0,0.0,0,0,0,0
1021,1,20,10,spirit,4.0,1.0,0.0,17.0,7.0,1,0.0,1.0,0.0,0.0,0,0,0,0
1022,1,18,7,other,4.0,1.0,0.0,0.0,-1.0,1,0.0,1.0,0.0,0.0,1,0,0,0
1023,9,30,0,spirit,10.0,1.0,1.0,10.0,0.0,1,0.0,1.0,0.0,1.0,0,0,0,0
1024,2,48,12,protestant,6.0,1.0,0.0,25.0,0.0,1,1.0,1.0,0.0,0.0,0,0,0,0
1025,0,20,4,other,10.0,1.0,0.0,18.0,7.0,1,0.0,0.0,0.0,0.0,0,0,0,0
1026,2,23,2,other,5.0,1.0,0.0,20.0,10.0,1,0.0,0.0,0.0,0.0,0,0,0,0
1027,3,25,7,other,4.0,1.0,1.0,22.0,10.0,1,1.0,1.0,1.0,0.0,0,0,0,0
1028,4,48,4,spirit,4.0,1.0,0.0,29.0,0.0,1,0.0,1.0,0.0,0.0,0,0,0,0
1029,0,16,9,spirit,10.0,0.0,0.0,0.0,-1.0,1,0.0,1.0,0.0,1.0,1,0,0,0
1030,6,39,4,catholic,7.0,1.0,1.0,31.0,7.0,1,0.0,1.0,0.0,0.0,0,0,0,0
1031,0,30,7,protestant,4.0,1.0,0.0,29.0,-2.0,1,0.0,1.0,0.0,0.0,0,0,1,0
1032,4,26,8,catholic,4.0,1.0,1.0,24.0,10.0,1,0.0,1.0,0.0,0.0,0,0,0,0
1033,4,32,3,protestant,6.0,1.0,1.0,28.0,5.0,1,0.0,1.0,0.0,1.0,0,0,0,0
1034,2,28,9,spirit,4.0,1.0,1.0,0.0,-1.0,1,0.0,0.0,0.0,0.0,1,0,0,0
1035,3,23,7,spirit,6.0,1.0,1.0,18.0,10.0,1,0.0,0.0,0.0,1.0,0,0,0,0
1036,1,22,7,spirit,4.0,1.0,1.0,0.0,-1.0,1,0.0,1.0,0.0,0.0,1,0,0,0
1037,1,21,6,other,4.0,1.0,1.0,16.0,7.0,1,0.0,1.0,0.0,0.0,0,0,0,0
1038,2,25,12,spirit,0.0,1.0,1.0,25.0,10.0,1,0.0,1.0,0.0,0.0,0,0,0,0
1039,1,19,3,spirit,1.0,1.0,0.0,0.0,-1.0,1,0.0,1.0,0.0,0.0,1,0,0,0
1040,2,22,7,other,1.0,1.0,1.0,0.0,-1.0,1,0.0,1.0,0.0,0.0,1,0,0,0
1041,0,18,6,catholic,4.0,1.0,0.0,0.0,-1.0,1,0.0,1.0,0.0,0.0,1,0,0,0
1042,0,24,10,spirit,2.0,1.0,1.0,0.0,-1.0,1,0.0,1.0,0.0,0.0,1,0,0,0
1043,0,18,9,spirit,4.0,1.0,1.0,0.0,-1.0,1,0.0,1.0,0.0,0.0,1,0,0,0
1044,3,30,0,spirit,4.0,1.0,1.0,0.0,-1.0,1,0.0,0.0,0.0,0.0,1,0,0,0
1045,4,28,7,other,3.0,1.0,1.0,0.0,-1.0,1,0.0,1.0,0.0,0.0,1,0,0,0
1046,2,22,7,spirit,5.0,1.0,0.0,0.0,-1.0,1,0.0,1.0,0.0,0.0,1,0,0,0
1047,8,37,0,spirit,8.0,1.0,0.0,17.0,4.0,1,0.0,1.0,0.0,1.0,0,0,0,0
1048,0,18,10,spirit,2.0,1.0,0.0,0.0,-1.0,1,0.0,1.0,0.0,1.0,1,0,0,0
1049,0,32,6,spirit,4.0,1.0,1.0,23.0,7.0,1,0.0,1.0,0.0,0.0,0,0,0,0
1050,1,29,9,catholic,4.0,1.0,0.0,0.0,-1.0,1,0.0,0.0,1.0,0.0,1,0,0,0
1051,5,47,4,spirit,6.0,1.0,0.0,44.0,7.0,1,0.0,1.0,0.0,0.0,0,0,0,0
1052,1,16,7,other,4.0,1.0,0.0,0.0,-1.0,1,0.0,1.0,0.0,0.0,1,0,0,0
1053,1,20,7,spirit,4.0,1.0,1.0,17.0,10.0,1,0.0,1.0,0.0,1.0,0,0,0,0
1054,1,24,7,spirit,1.0,1.0,1.0,0.0,-1.0,1,1.0,1.0,0.0,1.0,1,0,0,0
1055,4,31,0,spirit,4.0,1.0,0.0,21.0,5.0,1,0.0,1.0,0.0,1.0,0,0,0,0
1056,2,19,10,spirit,5.0,1.0,1.0,0.0,-1.0,1,0.0,1.0,0.0,1.0,1,0,0,0
1057,11,34,0,spirit,12.0,1.0,0.0,15.0,0.0,1,0.0,1.0,0.0,1.0,0,0,0,0
1058,2,27,0,spirit,-1.0,1.0,0.0,0.0,-1.0,1,0.0,1.0,0.0,1.0,1,1,0,0
1059,6,29,0,other,6.0,1.0,0.0,10.0,10.0,1,0.0,1.0,0.0,1.0,0,0,0,0
1060,1,20,10,other,4.0,1.0,0.0,0.0,-1.0,1,0.0,1.0,0.0,1.0,1,0,0,0
1061,2,30,4,other,3.0,1.0,1.0,24.0,7.0,1,0.0,1.0,0.0,1.0,0,0,0,0
1062,0,26,5,other,6.0,1.0,0.0,20.0,8.0,1,0.0,1.0,0.0,1.0,0,0,0,0
1063,0,16,7,protestant,4.0,1.0,0.0,0.0,-1.0,1,0.0,1.0,0.0,1.0,1,0,0,0
1064,3,25,7,spirit,4.0,1.0,0.0,0.0,-1.0,1,0.0,1.0,0.0,1.0,1,0,0,0
1065,6,30,5,spirit,6.0,1.0,1.0,22.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0
1066,1,22,0,other,1.0,1.0,0.0,21.0,0.0,1,0.0,1.0,0.0,1.0,0,0,0,0
1067,6,36,1,spirit,2.0,1.0,1.0,21.0,7.0,1,0.0,1.0,0.0,0.0,0,0,0,0
1068,0,18,7,spirit,5.0,1.0,0.0,16.0,7.0,1,0.0,1.0,0.0,0.0,0,0,0,0
1069,9,44,0,spirit,4.0,1.0,1.0,26.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0
1070,1,17,7,spirit,2.0,1.0,1.0,0.0,-1.0,1,0.0,0.0,0.0,0.0,1,0,0,0
1071,0,34,0,spirit,10.0,1.0,0.0,0.0,-1.0,1,0.0,0.0,0.0,0.0,1,0,0,0
1072,0,18,11,protestant,2.0,1.0,1.0,0.0,-1.0,1,0.0,1.0,0.0,0.0,1,0,0,0
1073,5,32,7,protestant,4.0,1.0,1.0,20.0,7.0,1,0.0,1.0,0.0,0.0,0,0,0,0
1074,1,30,12,protestant,2.0,1.0,1.0,0.0,-1.0,1,1.0,1.0,1.0,0.0,1,0,0,0
1075,0,18,11,protestant,4.0,1.0,1.0,0.0,-1.0,1,1.0,1.0,1.0,0.0,1,0,0,0
1076,2,30,10,catholic,4.0,1.0,1.0,29.0,10.0,1,0.0,1.0,0.0,0.0,0,0,0,0
1077,10,48,7,catholic,10.0,1.0,1.0,29.0,7.0,1,0.0,1.0,0.0,0.0,0,0,0,0
1078,0,19,10,catholic,4.0,1.0,0.0,0.0,-1.0,1,0.0,1.0,0.0,0.0,1,0,0,0
1079,0,15,7,catholic,5.0,1.0,0.0,0.0,-1.0,1,0.0,1.0,0.0,0.0,1,0,0,0
1080,2,30,8,catholic,2.0,1.0,1.0,0.0,-1.0,1,0.0,1.0,0.0,0.0,1,0,0,0
1081,0,20,8,protestant,2.0,1.0,0.0,0.0,-1.0,1,1.0,1.0,1.0,1.0,1,0,0,0
1082,0,15,8,protestant,2.0,1.0,0.0,0.0,-1.0,1,1.0,1.0,1.0,1.0,1,0,0,0
1083,8,29,10,protestant,8.0,1.0,0.0,25.0,10.0,1,0.0,0.0,0.0,0.0,0,0,0,0
1084,1,19,4,spirit,3.0,1.0,0.0,19.0,10.0,1,0.0,0.0,0.0,0.0,0,0,0,0
1085,2,21,7,other,4.0,1.0,1.0,21.0,7.0,1,0.0,0.0,0.0,0.0,0,0,0,0
1086,2,22,7,other,6.0,1.0,1.0,18.0,7.0,1,0.0,0.0,0.0,0.0,0,0,0,0
1087,6,36,0,other,8.0,1.0,1.0,32.0,4.0,1,0.0,0.0,0.0,0.0,0,0,0,0
1088,0,18,7,spirit,4.0,1.0,0.0,0.0,-1.0,1,0.0,1.0,0.0,0.0,1,0,0,0
1089,0,16,8,spirit,5.0,1.0,0.0,0.0,-1.0,1,0.0,1.0,0.0,0.0,1,0,0,0
1090,3,30,7,protestant,3.0,1.0,1.0,18.0,-2.0,1,0.0,1.0,0.0,0.0,0,0,1,0
1091,2,35,7,spirit,3.0,1.0,1.0,34.0,0.0,1,0.0,1.0,0.0,0.0,0,0,0,0
1092,6,38,7,spirit,2.0,1.0,1.0,30.0,7.0,1,0.0,1.0,0.0,0.0,0,0,0,0
1093,0,21,10,other,4.0,1.0,1.0,0.0,-1.0,1,0.0,1.0,0.0,0.0,1,0,0,0
1094,2,26,10,spirit,5.0,1.0,1.0,0.0,-1.0,1,0.0,1.0,0.0,1.0,1,0,0,0
1095,8,42,6,spirit,4.0,1.0,1.0,21.0,1.0,1,0.0,1.0,0.0,1.0,0,0,0,0
